,Date,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours,Year,Month,day,hour,DayOfWeek,WeekOfYear,Week_Weekend,BusinessHours,Season
42816,18-02-23 0:00,18923.668,21335.002,22923.36,1214.974,1312,17576,-35,0,725,606,0,0,2411.334,0,0,-2,-3.333,0,-1255,1554.752,0,0,33.606,1588.358,3442.57,2287.09,500,50.58,6280.24,46686,4251,17385.905,1639.674,19025,579,0,73.4,34.1,2023,2,18,0,5,7,0,0,1
42817,18-02-23 1:00,18729.668,21049.925,22382.296,1186.483,1295,17596,-35,0,1042,603,0,0,2320.257,0,0,-2,-3.333,0,-1766,1297.789,0,0,34.582,1332.371,3442.57,2287.09,500,50.58,6280.24,46686,4251,17441.214,1585.424,19026,638,0,74.6,35.7,2023,2,18,1,5,7,0,0,1
42818,18-02-23 2:00,18787.534,20878.279,22119.017,1201.586,1303,17461,-35,0,1015,606,0,0,2090.745,0,0,-2,-3.466,0,-1557,1205.27,0,0,35.468,1240.738,3442.57,2287.09,500,50.58,6280.24,46686,4251,17515.426,1697.507,19212,934,0,75.4,38.1,2023,2,18,2,5,7,0,0,1
42819,18-02-23 3:00,18899.467,20998.117,22102.379,1178.783,1315,17320,-35,0,1086,609,0,0,2098.65,0,0,-2,-2.533,0,-1391,1069.45,0,0,34.812,1104.262,3442.57,2287.09,500,50.58,6280.24,46686,4251,17549.681,1927.618,19477,299,0,76.6,38.9,2023,2,18,3,5,7,0,0,1
42820,18-02-23 4:00,19148.267,21391.721,22333.852,1197.899,1311,17382,-35,0,1376,606,0,0,2243.454,0,0,-2,-1.733,0,-1488,908.379,0,0,33.752,942.131,3442.57,2287.09,500,50.58,6280.24,46686,4251,17651.024,1944.321,19595,345,0,77.4,40.3,2023,2,18,4,5,7,0,0,1
42821,18-02-23 5:00,19646.267,21906.34,22823.279,1194.291,1343,17611,-36,0,1312,604,0,0,2260.073,0,0,-2,-1.733,0,-1184,886.224,0,0,30.715,916.939,3442.57,2287.09,500,50.58,6280.24,46686,4251,17614.807,1796.619,19411,426,0,77.8,41.7,2023,2,18,5,5,7,0,0,1
42822,18-02-23 6:00,20747.4,23074.974,24075.359,1206.706,1393,17570,-31,0,1247,604,134,0,2327.574,0,0,-2,-1.6,0,-166,860.143,60.803,46.059,33.38,1000.385,3442.57,2287.09,500,50.58,6280.24,46686,4251,17411.433,1905.035,19316,468,0,78.2,42,2023,2,18,6,5,7,0,0,1
42823,18-02-23 7:00,21707.267,24246.879,25756.846,1288.348,1425,17673,209,0,1332,604,479,0,2539.612,0,0,-2,-1.733,0,-11,782.802,565.546,129.409,32.21,1509.967,3442.57,2287.09,500,50.58,6280.24,46686,4236.883,16684.278,1959.752,18644,3,0,78.2,42,2023,2,18,7,5,7,0,0,1
42824,18-02-23 8:00,22339.267,25106.65,27310.236,1336.485,1472,17702,236,0,1317,605,1017,0,2767.383,0,0,-2,-1.733,0,-6,670.793,1119.226,379.341,34.226,2203.586,3442.57,2287.09,500,50.58,6280.24,46686,4174,16656.725,1959.752,18616,477,0,78.2,42,2023,2,18,8,5,7,0,1,1
42825,18-02-23 9:00,22484.229,25333.626,27817.878,1355.239,1444,17317,357,0,1046,603,1464,0,2849.397,0,264.829,-2,-1.6,0,-8,608.072,1371.471,473.274,31.435,2484.252,3442.57,2287.09,500,50.58,6280.24,46686,4174,16556.316,2214.121,18770,437,0,78.2,40.9,2023,2,18,9,5,7,0,1,1
42826,18-02-23 10:00,22766.526,25297.041,27915.048,1385.408,1422,17187,649,0,979,603,1436,0,2530.514,0,501.259,-2,-1.733,0,-7,534.674,1579.587,471.707,32.039,2618.007,3442.57,2287.09,500,50.58,6280.24,46686,4174,16565.619,2351.035,18916,654,0,77.8,39.7,2023,2,18,10,5,7,0,1,1
42827,18-02-23 11:00,22486.6,25006.805,27637.613,1291.19,1407,17145,734,0,1187,604,832,0,2520.204,0,600.2,-2,-1.6,0,-19,469.964,1650.403,476.377,34.064,2630.808,3442.57,2287.09,500,50.58,6280.24,46686,4174,16611.637,2365.502,18977,138,0,77,37.7,2023,2,18,11,5,7,0,1,1
42828,18-02-23 12:00,22368.937,24890.868,27491.49,1341.634,1421,16731,769,0,1145,603,1111,0,2521.931,0,607.537,-2,-1.6,0,-15,415.985,1653.457,498.445,32.735,2600.622,3442.57,2287.09,500,50.58,6280.24,46686,4174,16898.233,2477.535,19375,768,0,77,36.9,2023,2,18,12,5,7,0,1,1
42829,18-02-23 13:00,21701.593,24394.161,26997.05,1329.581,1443,16547,828,0,1134,603,561,0,2692.568,0,606.326,-2,-1.733,0,-17,457.042,1609.892,502.904,33.051,2602.889,3442.57,2287.09,500,50.58,6280.24,46686,4134.4,17144.084,2495.002,19639,86,0,77,36.1,2023,2,18,13,5,7,0,1,1
42830,18-02-23 14:00,21508.572,24049.852,26817.236,1334.012,1441,16686,828,0,1033,603,335,0,2541.28,0,603.905,-2,-1.333,0,-18,689.742,1561.936,481.266,34.44,2767.384,3442.57,2287.09,500,50.58,6280.24,46686,4066,17141.717,2543.135,19684,852,0,76.2,35.5,2023,2,18,14,5,7,0,1,1
42831,18-02-23 15:00,21490.303,24083.104,26875.084,1360.805,1444,16688.06,829,0,1034,604,308,0,2592.801,0,605.243,-2,0,0,-20,789.757,1501.509,466.928,33.786,2791.98,3442.57,2287.09,500,50.58,6280.24,46686,4066,16971.847,2560.535,19532,382,0,75.4,34.9,2023,2,18,15,5,7,0,1,1
42832,18-02-23 16:00,21756.74,24190.627,26949.501,1352.439,1463,16572,844,0,1175,604,505,0,2433.887,0,612.74,-2,0,0,-17,976.162,1264.307,485.456,32.949,2758.874,3442.57,2287.09,500,50.58,6280.24,46686,4066,17152.943,2553.92,19706,863,0,74.6,33.7,2023,2,18,16,5,7,0,1,1
42833,18-02-23 17:00,21967.216,24449.926,27084.967,1372.394,1485,16418,884,0,1243,603,735,0,2482.71,0,612.216,-2,0,0,-11,1225.01,893.695,483.607,32.729,2635.041,3442.57,2287.09,500,50.58,6280.24,46686,4066,17353.21,2551.514,19904,724,0,73.4,32.5,2023,2,18,17,5,7,0,2,1
42834,18-02-23 18:00,22749.888,25300.579,27570.516,1449.145,1395,16648,895,0,1460,604,1147,0,2550.691,0,611.888,-2,0,0,-9,1510.51,293.002,434.072,32.353,2269.937,3442.57,2287.09,500,50.58,6280.24,46686,4066,17267.355,2551.514,19818,869,0,72.6,31,2023,2,18,18,5,7,0,2,1
42835,18-02-23 19:00,22793.273,26434.278,28493.56,1453.304,1332,16690,915,0,1440,604,1213,327.8,3313.205,0,612.273,-2,0,0,-11,1626.176,15.421,385.937,31.748,2059.282,3442.57,2287.09,500,50.58,6280.24,46686,4066,17171.574,2551.514,19723,88,0,71.4,29.4,2023,2,18,19,5,7,0,2,1
42836,18-02-23 20:00,19996.304,24688.282,26813.289,1292.348,1323,16558.16,922,0,1034,601,6,119.2,4572.778,0,503.477,-2,-1.333,0,-948,1708.813,0.522,385.324,30.348,2125.007,3442.57,2287.09,500,50.58,6280.24,46686,4066,16924.451,2551.514,19475,965,0,69.8,27.8,2023,2,18,20,5,7,0,2,1
42837,18-02-23 21:00,18895.726,23273.528,25332.671,1235.458,1399,16554,922,0,562,603,0,0,4377.801,0,454.326,-2,-1.6,0,-1595,1675.654,0,353.086,30.403,2059.143,3442.57,2287.09,500,50.58,6280.24,46686,4066,17024.472,2551.514,19575,986,0,69.8,29,2023,2,18,21,5,7,0,0,1
42838,18-02-23 22:00,18329.527,22314.859,24100.08,1235.036,1287,16759.38,923,0,269,607,0,0,3985.332,0,452.88,-2,-1.733,0,-1965,1655.517,0,99.935,29.769,1785.221,3442.57,2287.09,500,50.58,6280.24,46686,4066,16839.065,2526.581,19365,645,0,69.8,30.6,2023,2,18,22,5,7,0,0,1
42839,18-02-23 23:00,17820.918,21370.328,22992.487,1194.363,1277,16496,923,0,2,605,0,0,3549.411,0,442.45,-2,-4.532,0,-1918,1516.68,0,74.031,31.448,1622.159,3442.57,2287.09,500,50.58,6280.24,46686,4066,16811.652,2639.581,19451,233,0,70.6,32.1,2023,2,18,23,5,7,0,0,1
42840,19-02-23 0:00,17430.018,20795.253,22239.036,1199.758,1285,16150,923,0,0,606,0,0,3365.235,0,39.95,-2,-4.932,0,-1567,1376.797,0,37.76,29.226,1443.783,3442.57,2287.09,500,50.58,6280.24,46686,4066,16750.715,3075.264,19825,979,0,71.4,33.7,2023,2,19,0,6,7,0,0,1
42841,19-02-23 1:00,17355.801,20664.759,21861.597,1156.757,1287,16161,923,0,0,606,0,0,3308.958,0,0,-2,-5.199,0,-1614,1130.438,0,37.552,28.848,1196.838,3442.57,2287.09,500,50.58,6280.24,46686,4066,16835.337,3110.514,19945,851,0,72.2,34.9,2023,2,19,1,6,7,0,0,1
42842,19-02-23 2:00,17329.201,20507.528,21587.033,1156.833,1296,16138,923,0,0,603,0,0,3178.327,0,0,-2,-4.799,0,-1624,1012.854,0,37.777,28.874,1079.505,3442.57,2287.09,500,50.58,6280.24,46686,4066,16909.92,3110.514,20020,434,0,73,36.9,2023,2,19,2,6,7,0,0,1
42843,19-02-23 3:00,17379.935,20505.349,21445.663,1143.434,1304,16236,922,0,0,604,0,0,3125.415,0,0,-2,-5.065,0,-1679,872.51,0,38.864,28.94,940.314,3442.57,2287.09,500,50.58,6280.24,46686,4066,17008.659,3069.381,20078,39,0,73.4,38.5,2023,2,19,3,6,7,0,0,1
42844,19-02-23 4:00,18040.935,21006.448,21747.133,1190.155,1312,16323,923,0,9,603,0,0,2965.513,0,0,-2,-5.065,0,-1122,673.964,0,38.401,28.32,740.685,3442.57,2287.09,500,50.58,6280.24,46686,4066,16926.949,3091.114,20018,63,0,73.8,40.3,2023,2,19,4,6,7,0,0,1
42845,19-02-23 5:00,19275.401,21444.503,22058.445,1277.664,1356,16155,923,0,475,600,86,0,2169.102,0,0,-2,-3.599,0,-314,536.177,0,51.106,26.659,613.942,3442.57,2287.09,500,50.58,6280.24,46686,4066,16742.136,3092.514,19834,65,0,73.8,42.5,2023,2,19,5,6,7,0,0,1
42846,19-02-23 6:00,20318.801,22527.77,23180.3,1175.646,1399,16267,923,0,744,602,444,0,2208.97,0,0,-2,-3.199,0,-55,399.752,63.844,163.543,25.391,652.53,3442.57,2287.09,500,50.58,6280.24,46686,3728.5,16901.142,3092.514,19993,656,0,73.4,43.3,2023,2,19,6,6,7,0,0,1
42847,19-02-23 7:00,21282.634,23875.268,25042.253,1263.459,1442,16376,923,0,1017,604,900,0,2592.634,0,38.1,-2,-3.466,0,-12,270.891,641.042,228.904,26.148,1166.985,3442.57,2287.09,500,50.58,6280.24,46686,3566,17060.495,3097.102,20157,597,0,73.4,43.3,2023,2,19,7,6,7,0,0,1
42848,19-02-23 8:00,21695.67,24533.929,26438.031,1347.591,1490,16440,923,0,1237,604,737,0,2838.259,0,287.869,-2,-3.199,0,-18,215.607,1257.252,401.285,29.958,1904.102,3442.57,2287.09,500,50.58,6280.24,46686,3566,17077.241,3117.637,20194,877,0,73,43.3,2023,2,19,8,6,7,0,1,1
42849,19-02-23 9:00,21311.294,24399.315,26818.315,1304.74,1486,16361,923,0,1188,603,485,0,3088.022,0,292.493,-2,-3.199,0,-22,292.996,1596.599,497.601,31.804,2419,3442.57,2287.09,500,50.58,6280.24,46686,3566,17030.484,3092.788,20123,272,0,72.6,43.3,2023,2,19,9,6,7,0,1,1
42850,19-02-23 10:00,21310.994,24190.111,26902.082,1269.372,658,16558,923,0,1305,605,929,0,2879.117,0,352.26,-2,-2.266,0,-15,397.886,1779.017,502.948,32.12,2711.971,3442.57,2287.09,500,50.58,6280.24,46686,3566,16938.124,2794.049,19732,174,0,72.2,43.3,2023,2,19,10,6,7,0,1,1
42851,19-02-23 11:00,20926.46,23806.211,26870.003,1278.343,617,16440,923,0,1496,603,437,0,2879.751,0,432.06,-2,-1.6,0,-18,701.381,1830.751,501.31,30.35,3063.792,3442.57,2287.09,500,50.58,6280.24,46686,3566,17148.14,2766.916,19915,56,0,71.8,43.3,2023,2,19,11,6,7,0,1,1
42852,19-02-23 12:00,20420.618,23362.749,26751.397,1299.939,876,16666,923,0,902,600,53,0,2942.131,0,430.218,-2,-1.6,0,-26,1091.368,1770.085,497.011,30.184,3388.648,3442.57,2287.09,500,50.58,6280.24,46686,3566,17068.212,2616.916,19685,128,0,67.4,43.3,2023,2,19,12,6,7,0,1,1
42853,19-02-23 13:00,19658.504,22840.213,26467.738,1273.393,1188,16607,923,0,151,603,0,0,3181.708,0,213.104,-2,-1.6,0,-23,1380.942,1750.125,467.115,29.343,3627.525,3442.57,2287.09,500,50.58,6280.24,46686,3566,17005.648,2519.833,19525,481,0,66.5,43.3,2023,2,19,13,6,7,0,1,1
42854,19-02-23 14:00,19610.267,22425.826,26164.316,1270.264,1273,16651,923,0,0,603,219,0,2815.559,0,0,-2,-1.733,0,-55,1544.096,1721.284,443.243,29.867,3738.49,3442.57,2287.09,500,50.58,6280.24,46686,3566,17147.404,2489.752,19637,157,0,67.4,43.3,2023,2,19,14,6,7,0,1,1
42855,19-02-23 15:00,19827.594,22451.976,26206.613,1289.815,1322,16786.26,923,0,124,601,135,0,2624.382,0,0,-2,-0.667,0,-61,1654.1,1639.948,431.298,29.291,3754.637,3442.57,2287.09,500,50.58,6280.24,46686,3566,17258.347,2448.8,19707,147,0,70.2,43.3,2023,2,19,15,6,7,0,1,1
42856,19-02-23 16:00,20190.584,22936.289,26536.83,1290.999,1321,16437,923,0,593,603,210,0,2745.705,0,126.584,-2,0,0,-21,1760.441,1384.251,428.589,27.26,3600.541,3442.57,2287.09,500,50.58,6280.24,46686,3566,17704.657,2226.75,19931,407,0,67,43.3,2023,2,19,16,6,7,0,1,1
42857,19-02-23 17:00,20663.485,23623.48,26735.115,1308.15,1278,15765,923,0,1372,604,171,0,2959.995,0,576.485,-2,0,0,-24,1733.466,915.161,431.998,31.01,3111.635,3442.57,2287.09,500,50.58,6280.24,46686,3566,18201.363,2555.45,20756,813,0,68.2,43.3,2023,2,19,17,6,7,0,2,1
42858,19-02-23 18:00,22185.677,24982.556,27412.549,1361.099,1225,15554,923,0,1874,606,1279,0,2796.879,0,740.677,-2,0,0,-14,1711.907,286.21,401.852,30.024,2429.993,3442.57,2287.09,500,50.58,6280.24,46686,3566,18212.401,2771,20983,401,0,68.2,43.3,2023,2,19,18,6,7,0,2,1
42859,19-02-23 19:00,23378.685,26496.391,28510.064,1385.475,1185,15582.94,923,0,1929,604,2411,0,3117.706,0,747.745,-2,0,0,-2,1675.985,12.607,296.594,28.487,2013.673,3442.57,2287.09,500,50.58,6280.24,46686,3566,18193.077,2802.168,20995,245,0,67,42.5,2023,2,19,19,6,7,0,2,1
42860,19-02-23 20:00,20727.107,25665.593,27665.303,1315.048,1132,15156,922,0,1862,602,406,0,4938.486,0,752.107,-2,0,0,-103,1640.709,0.508,331.159,27.334,1999.71,3442.57,2287.09,500,50.58,6280.24,46686,3566,18421.227,2801.389,21222,615,0,64.7,39.7,2023,2,19,20,6,7,0,2,1
42861,19-02-23 21:00,19006.26,23657.005,25646.059,1219.277,1115,15060,922,0,1817,604,0,0,4650.745,0,751.26,-2,0,0,-1261,1669.86,0,291.078,28.116,1989.054,3442.57,2287.09,500,50.58,6280.24,46686,3566,18555.475,2763.083,21318,558,0,64.7,39.7,2023,2,19,21,6,7,0,0,1
42862,19-02-23 22:00,18310.357,22304.853,24071.077,1147.276,1092,15011,922,0,1888,604,0,0,3994.496,0,750.357,-2,0,0,-1955,1703.548,0,36.913,25.763,1766.224,3442.57,2287.09,500,50.58,6280.24,46686,3566,18645.767,2718,21363,767,0,65.6,40.9,2023,2,19,22,6,7,0,0,1
42863,19-02-23 23:00,17698.963,21070.317,22913.895,1203.383,1092,14907,922,0,1595,603,0,0,3371.354,0,752.963,-2,0,0,-2171,1781.731,0,36.095,25.752,1843.578,3442.57,2287.09,500,50.58,6280.24,46686,3566,18741.907,2808.4,21550,307,0,66.5,42.5,2023,2,19,23,6,7,0,0,1
42864,20-02-23 0:00,17390.249,20638.329,22498.68,1163.738,1094,15028,922,0,1188,604,0,0,3248.08,0,433.249,-2,0,0,-1877,1795.922,0,35.689,28.74,1860.351,3442.57,2287.09,500,50.58,6280.24,46686,3566,18592.697,2648.6,21241,297,0,67.8,44,2023,2,20,0,0,8,1,0,1
42865,20-02-23 1:00,16913.589,20256.693,22107.508,1110.133,1092,15269.72,923,0,935,605,0,0,3343.104,0,9.535,-2,-0.667,0,-1918,1789.17,0,35.825,25.82,1850.815,3442.57,2287.09,500,50.58,6280.24,46686,3566,18505.112,2607.433,21112,545,0,68.6,45.6,2023,2,20,1,0,8,1,0,1
42866,20-02-23 2:00,17104.801,20264.496,22016.058,1115.027,1096,15444,923,0,654,608,0,0,3159.696,0,0,-2,-3.199,0,-1615,1693.667,0,35.717,22.178,1751.562,3442.57,2287.09,500,50.58,6280.24,46686,3566,18423.767,2599,21022,767,0,69.4,47.2,2023,2,20,2,0,8,1,0,1
42867,20-02-23 3:00,17151.668,20461.137,22214.77,1141.19,1096,15537,923,0,620,609,0,0,3309.47,0,0,-2,-3.333,0,-1628,1700.148,0,35.131,18.354,1753.633,3442.57,2287.09,500,50.58,6280.24,46686,3566,18364.88,2599,20963,88,0,70.2,48,2023,2,20,3,0,8,1,0,1
42868,20-02-23 4:00,18196.334,21714.617,23477.471,1269.468,1099,15652,923,0,644,607,0,0,3518.283,0,0,-2,-2.666,0,-724,1709.307,0,35.6,17.947,1762.854,3442.57,2287.09,500,50.58,6280.24,46686,3566,18304.657,2599,20903,657,0,71,48.8,2023,2,20,4,0,8,1,0,1
42869,20-02-23 5:00,20262.538,24425.165,26165.471,1384.304,1148,15404,923,0,1114,605,1041,0,4162.627,0,42.538,-2,0,0,-13,1626.538,0.002,96.601,17.165,1740.306,3442.57,2287.09,500,50.58,6280.24,46686,3566,18485.434,2588.5,21073,934,0,71,49.6,2023,2,20,5,0,8,1,0,1
42870,20-02-23 6:00,21188.45,25462.557,27449.433,1361.923,1179,15470,922,0,1185,601,1403,0,4274.107,0,436.45,-2,0,0,-6,1774.552,65.333,124.703,22.288,1986.876,3442.57,2287.09,500,50.58,6280.24,46686,3752.667,18350.996,2581,20931,996,0,70.2,47.6,2023,2,20,6,0,8,1,0,1
42871,20-02-23 7:00,20307.391,24568.531,27236.488,1307.994,1201,15471,922,0,1123,602,418,0,4261.14,0,588.391,-2,0,0,-16,1894.666,620.513,127.578,25.2,2667.957,3442.57,2287.09,500,50.58,6280.24,46686,3766,18332.929,2587.667,20920,595,0,69,47.2,2023,2,20,7,0,8,1,0,1
42872,20-02-23 8:00,20306.438,24706.508,28146.953,1387.299,1202,15558,922,0,1110,602,460,0,4400.07,0,471.438,-2,0,0,-17,1921.452,1241.075,262.744,15.174,3440.445,3442.57,2287.09,500,50.58,6280.24,46686,3766,18094.562,2591,20685,562,0,69,46.8,2023,2,20,8,0,8,1,1,1
42873,20-02-23 9:00,19772.24,24135.364,27995.522,1350.823,1174,15618,922,0,1001,603,411,0,4363.124,0,58.24,-2,0,0,-13,2009.559,1532.597,299.851,18.151,3860.158,3442.57,2287.09,500,50.58,6280.24,46686,3766,17961.775,2591,20552,775,0,68.6,46,2023,2,20,9,0,8,1,1,1
42874,20-02-23 10:00,19590,24085.678,28309.598,1349.525,1186,15366,921,0,1015,603,510,0,4495.678,0,0,-2,0,0,-9,2109.335,1749.664,340.204,24.717,4223.92,3442.57,2287.09,500,50.58,6280.24,46686,3766,18169.406,2606.75,20776,156,0,68.6,45.6,2023,2,20,10,0,8,1,1,1
42875,20-02-23 11:00,19246,23774.704,28507.93,1393.032,1188,15331,922,0,733,602,485,0,4528.704,0,0,-2,0,0,-13,2536.102,1766.067,403.341,27.716,4733.226,3442.57,2287.09,500,50.58,6280.24,46686,3766,18291.211,2647.75,20938,961,0,70.2,44,2023,2,20,11,0,8,1,1,1
42876,20-02-23 12:00,19195.734,23807.085,28468.952,1385.098,1215,15324,923,0,480,605,663,0,4611.351,0,0,-2,-2.266,0,-10,2477.118,1722.285,434.626,27.838,4661.867,3442.57,2287.09,500,50.58,6280.24,46686,3766,18308.916,2672.733,20981,649,0,69.8,44,2023,2,20,12,0,8,1,1,1
42877,20-02-23 13:00,19077.801,23858.663,28509.657,1417.461,1226,15321,923,0,455,604,578,0,4780.862,0,0,-2,-3.199,0,-24,2471.29,1750.943,399.455,29.306,4650.994,3442.57,2287.09,500,50.58,6280.24,46686,3766,18209.374,2703,20912,374,0,69,43.7,2023,2,20,13,0,8,1,1,1
42878,20-02-23 14:00,18075.534,23651.59,28370.46,1279.687,1214,15552,920,0,52,419,19,81.95,5237.439,256.667,0,-2,-3.466,0,-95,2585.599,1713.593,392.662,27.016,4718.87,3442.57,2287.09,500,50.58,6280.24,46686,3766,17641.302,2785.667,20426,969,0,68.6,43.3,2023,2,20,14,0,8,1,1,1
42879,20-02-23 15:00,17547.534,23749.384,28627.143,1281.808,811,15467,916,0,0,324,69,89.4,5412.45,700,0,-2,-3.466,0,-34,2758.522,1660.09,432.404,26.743,4877.759,3442.57,2287.09,500,50.58,6280.24,46686,3766,17781.583,2940.45,20722,33,0,68.6,42.5,2023,2,20,15,0,8,1,1,1
42880,20-02-23 16:00,18094.962,24069.366,28829.557,1319.702,414,15291,916,0,393,550,407,141.55,5389.52,443.333,146.161,-2,-3.199,0,-17,2819.954,1458.809,450.923,30.505,4760.191,3442.57,2287.09,500,50.58,6280.24,46686,3766,17700.784,3077,20777,784,0,68.6,42.5,2023,2,20,16,0,8,1,1,1
42881,20-02-23 17:00,19363.748,24871.361,29189.914,1319.693,582,15405,916,0,1162,602,182,0,5507.613,0,544.214,-2,-3.466,0,-24,2829.365,1014.238,446.925,28.025,4318.553,3442.57,2287.09,500,50.58,6280.24,46686,3766,17514.781,3060.201,20574,982,0,68.2,42,2023,2,20,17,0,8,1,2,1
42882,20-02-23 18:00,20613.851,26273.061,29799.207,1354.825,773,15724.42,917,0,1252,604,803,0,5659.21,0,561.497,-2,-3.066,0,-16,2775.932,292.058,427.27,30.886,3526.146,3442.57,2287.09,500,50.58,6280.24,46686,3766,17709.109,2869.135,20578,243,0,68.2,42,2023,2,20,18,0,8,1,2,1
42883,20-02-23 19:00,21457.94,27405.028,30495.068,1475.086,737,15457,918,0,1336,603,1842,0,5947.088,0,574.406,-2,-3.466,0,-4,2661.565,11.932,385.215,31.328,3090.04,3442.57,2287.09,500,50.58,6280.24,46686,3766,17811.439,2820.535,20631,974,0,67.4,41.7,2023,2,20,19,0,8,1,2,1
42884,20-02-23 20:00,20256.519,26152.014,28983.424,1373.282,708,15269,919,0,1363,603,838,0,5895.495,0,582.985,-2,-3.466,0,-21,2521.233,0.636,281.132,28.409,2831.41,3442.57,2287.09,500,50.58,6280.24,46686,3766,18253.796,2831.168,21084,964,0,65.1,39.7,2023,2,20,20,0,8,1,2,1
42885,20-02-23 21:00,18993.736,24286.773,26777.537,1278.169,738,15118,921,0,1255,600,60,0,5293.037,0,581.935,-2,-3.199,0,-275,2196.518,0,267.432,26.814,2490.764,3442.57,2287.09,500,50.58,6280.24,46686,3766,18365.183,2917.384,21282,567,0,64.7,38.9,2023,2,20,21,0,8,1,0,1
42886,20-02-23 22:00,18500.839,22826.933,24948.356,1255.591,688,15070,922,0,1227,603,0,0,4326.094,0,585.305,-2,-3.466,0,-589,2021.531,0,74.259,25.633,2121.423,3442.57,2287.09,500,50.58,6280.24,46686,3766,18364.231,2904.15,21268,381,0,64.7,39.7,2023,2,20,22,0,8,1,0,1
42887,20-02-23 23:00,17613.263,21630.562,23757.684,1215.026,670,15116,923,0,912,604,0,0,4017.299,0,587.462,-2,-3.199,0,-1194,2069.571,0,34.455,23.096,2127.122,3442.57,2287.09,500,50.58,6280.24,46686,3766,18432.137,2896.85,21328,987,0,65.1,39.7,2023,2,20,23,0,8,1,0,1
42888,21-02-23 0:00,17827.497,21210.078,23089.38,1222.318,681,15154,923,0,662,605,0,0,3382.582,0,389.829,-2,-3.333,0,-582,1823.464,0,34.126,21.712,1879.302,3442.57,2287.09,500,50.58,6280.24,46686,3766,18384.42,2898,21282,42,0,66.5,39.7,2023,2,21,0,1,8,1,0,1
42889,21-02-23 1:00,17496.644,21125.664,22837.395,1202.088,684,15205,923,0,662,605,0,0,3629.02,0,2.976,-2,-3.333,0,-580,1657.03,0,32.48,22.221,1711.731,3442.57,2287.09,500,50.58,6280.24,46686,3766,18152.578,2898,21050,578,0,66.5,39.7,2023,2,21,1,1,8,1,0,1
42890,21-02-23 2:00,17623.801,21218.278,22753.601,1159.862,683,15351,923,0,670,604,0,0,3594.478,0,0,-2,-3.199,0,-602,1482.669,0,30.825,21.829,1535.323,3442.57,2287.09,500,50.58,6280.24,46686,3766,17890.901,2898,20788,901,0,66.5,39.7,2023,2,21,2,1,8,1,0,1
42891,21-02-23 3:00,17767.668,21436.284,22909.849,1189.832,693,15110,923,0,575,604,39,0,3668.617,0,0,-2,-3.333,0,-171,1424.294,0,29.514,19.757,1473.565,3442.57,2287.09,500,50.58,6280.24,46686,3766,18323.77,2749.3,21073,7,0,66.5,39.7,2023,2,21,3,1,8,1,0,1
42892,21-02-23 4:00,18927.238,22840.538,24138.834,1291.736,709,15136,923,0,519,604,810,0,3913.3,0,243.704,-2,-3.466,0,-12,1242.726,0,31.746,23.824,1298.296,3442.57,2287.09,500,50.58,6280.24,46686,3766,18320.172,2995.683,21315,856,0,66.5,39.7,2023,2,21,4,1,8,1,0,1
42893,21-02-23 5:00,21064.995,25791,27013.346,1407.639,752,15520,923,0,1261,603,1414,0,4726.005,0,607.995,-2,0,0,-14,1123.445,0.008,72.81,26.083,1222.346,3442.57,2287.09,500,50.58,6280.24,46686,3766,18029.958,3223,21252,958,0,65.1,38.5,2023,2,21,5,1,8,1,0,1
42894,21-02-23 6:00,22225.361,27187.982,28362.995,1316.85,786,15757.84,923,0,1486,603,1962,0,4962.621,0,714.521,-2,0,0,-5,922.344,79.28,143.965,29.424,1175.013,3442.57,2287.09,500,50.58,6280.24,46686,3766,18111.451,3219.8,21331,251,0,62.8,37.7,2023,2,21,6,1,8,1,0,1
42895,21-02-23 7:00,21002.112,26181.033,27809.117,1243.727,744,15730,923,0,1477,602,769,0,5178.921,0,780.112,-2,0,0,-21,701.511,733.143,164.496,28.934,1628.084,3442.57,2287.09,500,50.58,6280.24,46686,3766,17629.488,3210.833,20840,321,0,60.9,36.9,2023,2,21,7,1,8,1,0,1
42896,21-02-23 8:00,20588.639,25678.165,28343.97,1330.74,722,15673,923,0,1590,603,457,0,5089.526,0,640.639,-2,0,0,-18,902.889,1400.602,335.043,27.271,2665.805,3442.57,2287.09,500,50.58,6280.24,46686,3766,17421.78,3165,20586,78,0,59.9,36.1,2023,2,21,8,1,8,1,1,1
